Posted On,BHK,Rent,Size,Floor,Area Type,Area Locality,City,Furnishing Status,Bathroom,Point of Contact,Total Floors,Bachelors Preferred,Family Preferred
2022-06-02,2,14000,850,2,Super Area,Banu Nagar,Chennai,Furnished,2,Contact Owner,3,True,True
2022-07-06,3,25000,1415,4,Super Area,G S T Road,Chennai,Furnished,2,Contact Owner,13,True,True
2022-05-13,1,8000,281,Ground,Carpet Area,Thiruvanmiyur,Chennai,Unfurnished,1,Contact Owner,1,True,True
2022-06-02,1,12500,600,2,Super Area,Arumbakkam,Chennai,Furnished,1,Contact Owner,4,True,True
2022-05-24,5,100000,6000,9,Super Area,Navalur,Chennai,Semi-Furnished,4,Contact Agent,12,True,True
2022-06-24,2,14000,1050,1,Carpet Area,Perambur,Chennai,Unfurnished,2,Contact Owner,1,True,False
2022-06-22,1,7500,390,Ground,Carpet Area,"Bharath Nagar, Porur",Chennai,Unfurnished,1,Contact Owner,1,True,True
2022-05-22,3,17500,950,4,Carpet Area,chettipunniyam,Chennai,Semi-Furnished,2,Contact Owner,4,True,True
2022-05-20,3,27000,1500,3,Carpet Area,Sholinganallur,Chennai,Semi-Furnished,3,Contact Owner,4,False,True
2022-05-16,2,16500,200,2,Carpet Area,"Purasawalkam, PH Road",Chennai,Unfurnished,2,Contact Owner,2,True,True
2022-05-23,2,12000,926,2,Super Area,Madipakkam,Chennai,Semi-Furnished,2,Contact Owner,3,True,True
2022-07-08,3,45000,1700,3,Carpet Area,Gandhi Nagar Adyar,Chennai,Semi-Furnished,3,Contact Owner,3,True,False
2022-07-06,2,15000,1068,1,Carpet Area,"Kamakoti Nagar, Pallikaranai",Chennai,Semi-Furnished,2,Contact Owner,2,False,True
2022-05-15,3,14000,1800,Ground,Carpet Area,"TTK Nagar, Tambaram",Chennai,Semi-Furnished,3,Contact Owner,2,False,True
2022-07-06,2,17000,590,Ground,Carpet Area,Mambalam West,Chennai,Semi-Furnished,2,Contact Owner,3,True,True
2022-07-10,3,34999,1400,2,Carpet Area,Virugambakkam,Chennai,Semi-Furnished,3,Contact Agent,4,True,True
2022-06-18,1,7000,550,Ground,Carpet Area,Mahindra World City,Chennai,Semi-Furnished,1,Contact Owner,3,True,True
2022-05-16,1,10500,520,3,Super Area,Semmancheri,Chennai,Semi-Furnished,1,Contact Owner,4,True,True
2022-07-08,2,15000,900,3,Super Area,"Valasaravakkam, Arcot Road",Chennai,Semi-Furnished,2,Contact Owner,4,True,True
2022-07-08,2,10000,700,Ground,Super Area,Nanmangalam,Chennai,Semi-Furnished,2,Contact Owner,3,True,True
2022-06-14,1,7000,400,1,Super Area,Medavakkam,Chennai,Semi-Furnished,1,Contact Owner,2,True,True
2022-06-14,4,200000,2280,2,Carpet Area,Mylapore,Chennai,Semi-Furnished,4,Contact Agent,3,True,True
2022-07-04,2,12000,826,1,Super Area,Medavakkam,Chennai,Semi-Furnished,2,Contact Owner,2,True,True
2022-05-06,2,10000,1050,1,Super Area,Sembakkam,Chennai,Semi-Furnished,2,Contact Owner,2,True,True
2022-07-08,2,15000,700,Ground,Super Area,Alandur,Chennai,Semi-Furnished,2,Contact Owner,2,True,True
2022-06-02,2,19000,800,1,Carpet Area,Thoraipakkam,Chennai,Semi-Furnished,2,Contact Agent,4,True,True
2022-07-08,2,25000,850,1,Super Area,"Old Pallavaram, Alandur",Chennai,Furnished,2,Contact Owner,15,True,True
2022-05-26,1,10000,502,1,Super Area,T Nagar,Chennai,Unfurnished,1,Contact Owner,1,True,True
2022-06-25,2,13000,925,1,Carpet Area,Nest bliss sholinganallur,Chennai,Unfurnished,2,Contact Owner,2,True,False
2022-05-25,2,12500,500,2,Super Area,Kolathur,Chennai,Unfurnished,1,Contact Owner,3,True,True
2022-05-25,2,10000,950,1,Super Area,Adambakkam,Chennai,Unfurnished,2,Contact Owner,3,True,True
2022-06-02,2,16000,930,1,Super Area,Mogappair East,Chennai,Semi-Furnished,2,Contact Owner,4,True,True
2022-06-14,2,11000,950,1,Carpet Area,Menambedu,Chennai,Semi-Furnished,2,Contact Owner,1,False,True
2022-07-06,2,13000,800,1,Carpet Area,"Devi Karumariamman Nagar, Velachery",Chennai,Semi-Furnished,2,Contact Owner,1,True,True
2022-05-20,2,15000,950,1,Super Area,"Neelankarai, E Coast Road",Chennai,Semi-Furnished,1,Contact Owner,2,False,True
2022-05-20,3,15000,1100,1,Carpet Area,"Ponniamman Nagar, Iyyappanthangal",Chennai,Unfurnished,2,Contact Owner,1,False,True
2022-07-08,2,20000,750,3,Super Area,Anna Nagar,Chennai,Unfurnished,3,Contact Owner,4,True,True
2022-05-29,2,12000,1000,3,Super Area,Thalambur,Chennai,Semi-Furnished,2,Contact Owner,5,True,True
2022-07-06,2,600000,950,1,Carpet Area,Vettuvankeni,Chennai,Unfurnished,2,Contact Owner,1,True,False
2022-06-30,2,11000,800,1,Super Area,"Narayanapuram, Kovilambakkam",Chennai,Semi-Furnished,2,Contact Owner,2,False,True
2022-05-31,1,10000,500,Ground,Carpet Area,Kodambakkam,Chennai,Unfurnished,1,Contact Agent,2,True,False
2022-07-10,3,30000,1500,Ground,Carpet Area,Porur,Chennai,Semi-Furnished,3,Contact Agent,14,True,True
2022-07-05,1,8000,550,2,Super Area,"Padur, Old Mahabalipuram Road",Chennai,Furnished,1,Contact Owner,2,True,True
2022-06-06,1,7000,400,Ground,Super Area,Nanmangalam,Chennai,Semi-Furnished,1,Contact Owner,2,True,True
2022-06-18,1,10000,550,2,Carpet Area,"Luz, Mylapore",Chennai,Unfurnished,1,Contact Owner,3,True,False
2022-05-20,2,9300,730,1,Super Area,Ambattur,Chennai,Unfurnished,1,Contact Owner,2,True,True
2022-05-01,2,10500,1000,1,Carpet Area,Kambar Nagar-Kolathur,Chennai,Semi-Furnished,2,Contact Owner,2,False,True
2022-07-10,2,16000,975,Ground,Carpet Area,Kovilambakkam,Chennai,Semi-Furnished,2,Contact Agent,2,True,True
2022-06-05,2,20000,1800,12,Super Area,Old Mahabalipuram Road,Chennai,Semi-Furnished,2,Contact Owner,19,True,True
2022-05-20,2,9000,745,1,Super Area,Ambattur,Chennai,Semi-Furnished,2,Contact Owner,2,True,True
2022-07-06,2,18000,900,1,Carpet Area,Medavakkam,Chennai,Semi-Furnished,2,Contact Agent,4,False,True
2022-05-02,2,10000,600,Ground,Super Area,"Jaya Nagar, Porur, Chennai Bypass Road",Chennai,Unfurnished,2,Contact Owner,1,False,True
2022-06-14,2,16000,600,2,Super Area,Saidapet,Chennai,Unfurnished,2,Contact Owner,2,True,True
2022-06-03,1,13500,450,3,Carpet Area,Kodambakkam,Chennai,Unfurnished,1,Contact Owner,4,True,False
2022-05-20,2,16000,1030,2,Super Area,Thoraipakkam,Chennai,Semi-Furnished,2,Contact Owner,4,True,True
2022-06-21,2,8500,833,1,Super Area,"Perungalathur, Chennai Bypass Road",Chennai,Unfurnished,2,Contact Owner,2,True,True
2022-06-18,2,15000,1000,Ground,Super Area,Madipakkam,Chennai,Semi-Furnished,2,Contact Owner,3,True,True
2022-06-27,2,8200,840,1,Carpet Area,rajakillpakkam,Chennai,Unfurnished,2,Contact Owner,1,True,True
2022-07-06,2,20000,750,1,Carpet Area,Velachery,Chennai,Furnished,2,Contact Owner,5,False,True
2022-07-06,2,9000,950,2,Super Area,"Kattupakkam, PH Road",Chennai,Semi-Furnished,2,Contact Owner,3,True,True
2022-05-20,1,13500,550,Ground,Super Area,Anna Nagar,Chennai,Semi-Furnished,1,Contact Owner,1,True,True
2022-05-05,3,26000,1125,2,Super Area,"Purasawalkam, PH Road",Chennai,Semi-Furnished,2,Contact Owner,3,True,True
2022-06-18,2,11000,700,1,Carpet Area,Tiruvottiyur,Chennai,Unfurnished,2,Contact Owner,3,True,True
2022-06-22,2,18000,1100,1,Super Area,"Tambaram West, Tambaram, Chennai Bypass Road",Chennai,Semi-Furnished,2,Contact Owner,2,True,True
2022-06-02,2,10000,700,Ground,Super Area,"Kubera Nagar, Madipakkam",Chennai,Unfurnished,2,Contact Owner,2,True,True
2022-05-17,3,40000,1250,2,Carpet Area,T Nagar,Chennai,Semi-Furnished,3,Contact Agent,4,True,False
2022-06-06,2,24000,1100,Ground,Super Area,Vadapalani,Chennai,Unfurnished,2,Contact Owner,3,True,True
2022-05-17,1,18000,475,2,Carpet Area,Sholinganallur,Chennai,Semi-Furnished,1,Contact Agent,11,True,True
2022-06-17,2,11000,530,2,Super Area,Jyothi Nagar-Ekkatuthangal,Chennai,Semi-Furnished,1,Contact Owner,3,True,True
2022-05-19,2,23000,1050,11,Carpet Area,Vadapalani,Chennai,Semi-Furnished,2,Contact Agent,12,False,True
2022-05-18,2,11000,830,Ground,Super Area,Sembakkam,Chennai,Semi-Furnished,2,Contact Owner,2,False,True
2022-06-20,2,8000,809,1,Super Area,"Chromepet, GST Road",Chennai,Unfurnished,2,Contact Owner,2,True,True
2022-07-06,2,15000,900,Ground,Super Area,"Kattupakkam, PH Road",Chennai,Semi-Furnished,2,Contact Owner,3,True,True
2022-07-06,1,9500,700,Ground,Super Area,"Santhosapuram, Medavakkam",Chennai,Semi-Furnished,1,Contact Owner,2,True,True
2022-05-16,2,13500,1150,1,Super Area,"Tambaram West, Tambaram, Chennai Bypass Road",Chennai,Semi-Furnished,2,Contact Owner,2,True,False
2022-05-29,1,11000,750,Ground,Super Area,Porur Gardens,Chennai,Semi-Furnished,1,Contact Owner,2,True,True
2022-06-23,2,13000,920,Ground,Super Area,"Ullagaram, Pallavaram-Thuraipakkam Road",Chennai,Semi-Furnished,2,Contact Owner,1,True,True
2022-05-19,2,25000,1050,9,Carpet Area,Vadapalani,Chennai,Semi-Furnished,2,Contact Agent,12,False,True
2022-06-14,2,12000,1800,2,Super Area,Madambakkam,Chennai,Unfurnished,2,Contact Owner,3,True,True
2022-06-06,2,25000,1000,1,Carpet Area,"Adyar, Sardar Patel Road",Chennai,Semi-Furnished,2,Contact Agent,2,True,False
2022-05-10,3,8500,1062,1,Carpet Area,Siruseri,Chennai,Semi-Furnished,2,Contact Owner,3,True,True
2022-06-10,2,8500,800,Ground,Super Area,Ambattur,Chennai,Unfurnished,2,Contact Owner,1,True,True
2022-06-10,1,5000,450,Ground,Super Area,Thirumullaivoyal,Chennai,Unfurnished,1,Contact Owner,1,True,True
2022-05-29,2,8500,900,Ground,Super Area,"Perungalathur, Chennai Bypass Road",Chennai,Unfurnished,1,Contact Owner,1,True,True
2022-06-14,4,100000,2240,Ground,Carpet Area,Anna Nagar,Chennai,Furnished,4,Contact Agent,3,True,True
2022-05-25,1,7500,500,Ground,Super Area,Kovur,Chennai,Unfurnished,1,Contact Owner,2,True,True
2022-06-28,1,7000,750,1,Super Area,Pammal,Chennai,Unfurnished,1,Contact Agent,1,True,True
2022-07-06,3,26000,1400,11,Super Area,"Chromepet, GST Road",Chennai,Semi-Furnished,3,Contact Owner,15,True,True
2022-06-14,2,12000,1200,2,Carpet Area,CBI Colony,Chennai,Semi-Furnished,2,Contact Owner,2,True,False
2022-05-30,2,18000,1424,2,Super Area,kumari neo town,Chennai,Semi-Furnished,2,Contact Owner,2,True,True
2022-05-22,1,13000,450,1,Super Area,Arasankalani,Chennai,Unfurnished,1,Contact Owner,4,True,False
2022-05-29,3,160000,2700,8,Super Area,T Nagar,Chennai,Furnished,2,Contact Agent,10,True,False
2022-06-22,2,8000,805,1,Super Area,"Urapakkam, Vandalur R.F, GST Road",Chennai,Unfurnished,2,Contact Owner,2,True,True
2022-06-15,1,6000,434,Ground,Super Area,Thirumazhisai,Chennai,Unfurnished,1,Contact Owner,3,True,True
2022-05-25,2,12500,1000,1,Super Area,Perambur,Chennai,Semi-Furnished,2,Contact Owner,2,True,True
2022-05-30,1,6500,595,1,Super Area,"Vengaivasal, Medavakkam",Chennai,Semi-Furnished,1,Contact Owner,1,True,True
2022-05-29,2,10000,685,Ground,Super Area,Kolathur,Chennai,Unfurnished,2,Contact Owner,2,True,True
2022-06-29,2,12500,1075,1,Super Area,Teachers's Colony-Lakshmipuram,Chennai,Semi-Furnished,2,Contact Owner,2,True,True
2022-07-02,3,22000,1100,4,Carpet Area,Velachery,Chennai,Semi-Furnished,3,Contact Agent,4,True,False
2022-05-06,2,17000,950,1,Carpet Area,Madipakkam,Chennai,Unfurnished,2,Contact Owner,2,False,True
2022-07-07,3,20000,1500,19,Super Area,Semmenchery,Chennai,Unfurnished,3,Contact Owner,31,True,False
2022-06-06,3,22000,1100,Ground,Super Area,Porur,Chennai,Semi-Furnished,2,Contact Owner,2,True,True
2022-06-23,2,11500,1100,2,Carpet Area,"Valasaravakkam, Arcot Road",Chennai,Semi-Furnished,2,Contact Owner,2,True,False
2022-05-01,3,23000,1000,1,Carpet Area,Keelkatalai,Chennai,Unfurnished,3,Contact Owner,3,True,False
2022-05-20,2,19000,800,2,Super Area,Mambalam West,Chennai,Semi-Furnished,2,Contact Owner,4,True,True
2022-05-20,3,45000,1500,1,Super Area,CIT Nagar,Chennai,Semi-Furnished,2,Contact Owner,3,True,True
2022-06-25,3,17000,1250,2,Super Area,Madipakkam,Chennai,Semi-Furnished,2,Contact Owner,3,True,True
2022-05-01,2,9500,650,1,Carpet Area,Pallikaranai,Chennai,Unfurnished,2,Contact Owner,2,True,True
2022-06-29,3,45000,1650,1,Super Area,"Valasaravakkam, Arcot Road",Chennai,Unfurnished,3,Contact Agent,5,True,True
2022-07-08,4,60000,2317,10,Super Area,Sholinganallur,Chennai,Unfurnished,4,Contact Agent,12,True,True
2022-06-03,2,12000,950,1,Super Area,"Radha Nagar, Chrompet",Chennai,Semi-Furnished,2,Contact Owner,2,False,True
2022-06-14,3,40000,1700,3,Super Area,KK Nagar,Chennai,Furnished,3,Contact Owner,5,True,True
2022-07-09,3,16000,1300,1,Super Area,Porur,Chennai,Furnished,2,Contact Owner,2,True,True
2022-05-30,2,9000,805,1,Super Area,Madipakkam,Chennai,Semi-Furnished,2,Contact Owner,2,True,True
2022-07-08,2,35000,1109,3,Super Area,"Adyar, Thiruvanmiyur, Chennai",Chennai,Semi-Furnished,2,Contact Owner,3,True,True
2022-07-06,1,4000,300,1,Super Area,Tiruvottiyur,Chennai,Unfurnished,1,Contact Owner,2,True,False
2022-07-06,2,11000,700,1,Super Area,Tharamani,Chennai,Unfurnished,1,Contact Owner,3,True,True
2022-06-25,2,9500,950,Ground,Super Area,"Manali, Manali High Road",Chennai,Semi-Furnished,2,Contact Owner,2,True,True
2022-06-16,3,25000,1290,4,Super Area,Poonamalle,Chennai,Unfurnished,3,Contact Owner,4,True,True
2022-05-21,2,10000,950,Ground,Super Area,S.Kolathur,Chennai,Unfurnished,2,Contact Owner,2,True,True
2022-05-12,1,12000,400,1,Super Area,Besant Nagar,Chennai,Furnished,1,Contact Owner,3,True,True
2022-06-22,2,19397,2000,7,Super Area,Guduvancheri,Chennai,Furnished,2,Contact Owner,10,True,True
2022-07-05,2,12000,939,3,Super Area,New Perungalathur,Chennai,Semi-Furnished,2,Contact Owner,4,True,True
2022-06-04,3,10000,1200,1,Carpet Area,Kovur,Chennai,Unfurnished,3,Contact Owner,3,True,True
2022-05-11,2,20000,1800,1,Super Area,"Ambattur Industrial Estate, Chennai Bypass Road",Chennai,Semi-Furnished,2,Contact Owner,1,True,True
2022-07-10,3,15000,1200,2,Carpet Area,Madambakkam,Chennai,Unfurnished,2,Contact Agent,5,True,True
2022-05-20,2,28000,1200,1,Super Area,Kodambakkam,Chennai,Semi-Furnished,2,Contact Owner,3,False,True
2022-06-12,3,10000,1750,1,Super Area,Kuthanur,Chennai,Unfurnished,3,Contact Owner,1,True,True
2022-07-09,1,3500,300,Ground,Super Area,Mogappair West,Chennai,Unfurnished,1,Contact Owner,2,True,True
2022-06-15,1,8000,650,1,Carpet Area,Sholinganallur,Chennai,Unfurnished,1,Contact Owner,3,True,False
2022-05-25,2,13500,950,Ground,Super Area,Iyyappanthangal,Chennai,Semi-Furnished,2,Contact Owner,3,True,True
2022-05-19,3,36000,1610,3,Super Area,Vadapalani,Chennai,Semi-Furnished,3,Contact Agent,14,False,True
2022-06-14,2,15000,900,1,Super Area,Kodungaiyur East,Chennai,Unfurnished,2,Contact Owner,2,True,True
2022-05-06,1,5000,550,1,Carpet Area,"Tambaram, GST Road",Chennai,Unfurnished,1,Contact Owner,1,True,True
2022-05-25,2,10000,700,Ground,Super Area,Nanmangalam,Chennai,Unfurnished,2,Contact Owner,2,True,True
2022-07-06,2,10000,800,2,Super Area,Madipakkam,Chennai,Unfurnished,2,Contact Owner,3,True,True
2022-06-25,2,8500,580,3,Super Area,Sholinganallur,Chennai,Semi-Furnished,2,Contact Owner,5,True,True
2022-06-26,2,11000,950,1,Super Area,Nandanam,Chennai,Semi-Furnished,2,Contact Owner,2,True,True
2022-05-25,1,8000,700,1,Carpet Area,"Nemilichery, Chromepet",Chennai,Unfurnished,1,Contact Owner,1,True,True
2022-05-25,2,12000,600,Ground,Super Area,"Bharathidasan Colony, KK Nagar",Chennai,Semi-Furnished,1,Contact Owner,3,True,True
2022-05-25,1,5000,200,Ground,Super Area,Mambalam West,Chennai,Semi-Furnished,1,Contact Owner,3,True,True
2022-05-17,1,7000,600,Ground,Super Area,Iyyappanthangal,Chennai,Semi-Furnished,1,Contact Owner,3,True,True
2022-05-17,2,15000,550,Ground,Super Area,Mylapore,Chennai,Unfurnished,2,Contact Owner,3,True,True
2022-06-25,1,10000,600,4,Super Area,Mugalivakkam,Chennai,Unfurnished,1,Contact Owner,5,True,True
2022-05-19,3,37500,1680,1,Super Area,Vadapalani,Chennai,Semi-Furnished,3,Contact Agent,16,False,True
2022-06-21,2,7000,1100,1,Carpet Area,Kayarambedu,Chennai,Unfurnished,2,Contact Owner,1,True,True
2022-06-02,1,6500,600,Ground,Super Area,"Chromepet, GST Road",Chennai,Unfurnished,1,Contact Owner,2,True,True
2022-05-25,2,16000,820,Ground,Carpet Area,Purasaiwakkam,Chennai,Semi-Furnished,2,Contact Owner,2,False,True
2022-05-19,3,34000,1125,8,Carpet Area,Vadapalani,Chennai,Semi-Furnished,3,Contact Agent,12,False,True
2022-07-08,2,11500,973,4,Carpet Area,Padapai,Chennai,Semi-Furnished,2,Contact Owner,4,False,True
2022-06-18,2,15000,780,1,Super Area,"Guindy Race Course, Guindy",Chennai,Furnished,1,Contact Owner,2,True,True
2022-06-13,1,8000,400,Ground,Super Area,Mannivakkam,Chennai,Unfurnished,1,Contact Owner,1,True,True
2022-07-10,4,220000,4000,1,Super Area,"Poes Garden, Teynampet",Chennai,Semi-Furnished,4,Contact Agent,2,True,True
2022-05-17,2,22000,1000,2,Carpet Area,T Nagar,Chennai,Semi-Furnished,2,Contact Agent,4,True,True
2022-05-17,3,85000,3500,Ground,Carpet Area,T Nagar,Chennai,Semi-Furnished,3,Contact Agent,1,True,True
2022-06-18,1,6000,350,Ground,Super Area,Maduravoyal,Chennai,Semi-Furnished,1,Contact Owner,2,True,True
2022-05-03,2,14000,800,2,Carpet Area,Choolaimedu High Road,Chennai,Semi-Furnished,2,Contact Owner,2,True,False
2022-05-01,2,11500,700,Ground,Super Area,"Paddy field street,Perambur",Chennai,Unfurnished,2,Contact Owner,2,True,True
2022-07-06,1,6000,550,Ground,Super Area,"Vimalapuram, Manali",Chennai,Unfurnished,1,Contact Owner,2,True,True
2022-07-06,3,24000,2100,Ground,Super Area,Nanmangalam,Chennai,Semi-Furnished,4,Contact Owner,2,True,True
2022-07-08,3,32000,1700,2,Super Area,Perumbakkam,Chennai,Semi-Furnished,3,Contact Owner,2,True,True
2022-05-17,3,16000,1420,Ground,Carpet Area,"Rajakipakkam, Sembakkam",Chennai,Semi-Furnished,2,Contact Owner,1,True,True
2022-07-08,2,13000,950,1,Carpet Area,Duraisamy Nagar,Chennai,Semi-Furnished,2,Contact Owner,2,True,True
2022-07-06,2,14000,780,2,Super Area,Pallikaranai,Chennai,Semi-Furnished,2,Contact Owner,2,True,True
2022-06-23,1,7500,800,1,Carpet Area,Jalladian Pet,Chennai,Unfurnished,1,Contact Owner,2,True,False
2022-05-25,2,10000,500,2,Super Area,Koyambedu,Chennai,Semi-Furnished,1,Contact Owner,4,True,True
2022-05-29,2,18500,1000,25,Super Area,Semmancheri,Chennai,Semi-Furnished,2,Contact Owner,32,True,True
2022-07-10,2,12000,750,2,Super Area,Royapettah,Chennai,Unfurnished,2,Contact Owner,2,True,True
2022-06-22,2,17000,1200,2,Carpet Area,Cmbt,Chennai,Unfurnished,2,Contact Owner,2,True,True
2022-05-19,3,35000,1152,10,Carpet Area,Vadapalani,Chennai,Semi-Furnished,3,Contact Agent,14,False,True
2022-05-25,2,9000,843,2,Super Area,Kovur,Chennai,Semi-Furnished,2,Contact Owner,3,True,True
2022-07-06,2,13000,900,1,Super Area,Semmancheri,Chennai,Unfurnished,2,Contact Owner,3,True,True
2022-07-10,2,27999,1250,2,Carpet Area,Nandambakkam,Chennai,Semi-Furnished,2,Contact Agent,4,True,True
2022-05-13,2,11000,650,2,Super Area,Kodambakkam,Chennai,Unfurnished,2,Contact Owner,2,True,True
2022-07-06,4,140000,2600,2,Carpet Area,Ranjith Road,Chennai,Semi-Furnished,4,Contact Agent,2,True,True
2022-04-28,1,12000,700,Ground,Super Area,Indra Nagar,Chennai,Unfurnished,1,Contact Owner,2,True,True
2022-06-22,2,13000,720,1,Carpet Area,"Sakthi Nagar, Adambakkam",Chennai,Unfurnished,2,Contact Owner,2,False,True
2022-07-06,4,250000,3500,1,Carpet Area,"Poes Garden, Teynampet",Chennai,Semi-Furnished,4,Contact Agent,4,True,True
2022-07-05,4,80000,3000,1,Carpet Area,"Egmore, PH Road",Chennai,Unfurnished,4,Contact Agent,2,True,False
2022-07-10,2,22999,1144,1,Carpet Area,Iyyappanthangal,Chennai,Semi-Furnished,2,Contact Agent,1,True,True
2022-06-19,3,36000,1750,1,Carpet Area,Anna Nagar,Chennai,Unfurnished,3,Contact Agent,4,True,False
2022-05-25,3,70000,1450,Ground,Super Area,Madipakkam,Chennai,Unfurnished,2,Contact Owner,2,True,True
2022-06-18,2,12500,590,1,Super Area,Choolaimedu,Chennai,Unfurnished,1,Contact Owner,2,True,True
2022-05-01,2,18000,900,2,Super Area,Anna Nagar West Extension,Chennai,Semi-Furnished,2,Contact Owner,2,True,True
2022-05-25,2,10000,800,1,Super Area,Ramapuram,Chennai,Semi-Furnished,1,Contact Owner,2,True,True
2022-06-22,2,18000,1000,1,Super Area,Sholinganallur,Chennai,Semi-Furnished,2,Contact Owner,3,True,True
2022-05-19,3,37000,1650,2,Super Area,Vadapalani,Chennai,Semi-Furnished,3,Contact Agent,14,False,True
2022-05-01,2,18000,700,Ground,Carpet Area,Thiruvanmiyur,Chennai,Semi-Furnished,2,Contact Owner,1,True,True
2022-06-25,3,25000,1280,1,Super Area,"MAHA BUILDERS, SAIMAA CASTLE, VELACHERY",Chennai,Semi-Furnished,2,Contact Owner,1,True,True
2022-06-11,2,10000,700,Ground,Super Area,"Zamin Pallavaram, Pallavaram",Chennai,Unfurnished,2,Contact Owner,2,True,True
2022-07-01,2,15000,980,1,Super Area,Purasaiwakkam,Chennai,Unfurnished,2,Contact Owner,4,True,True
2022-05-22,2,15000,900,2,Carpet Area,Ramapuram,Chennai,Semi-Furnished,2,Contact Owner,2,True,True
2022-07-06,1,9000,450,1,Super Area,Virugambakkam,Chennai,Unfurnished,1,Contact Owner,1,False,True
2022-07-06,2,14000,1200,2,Super Area,Porur,Chennai,Unfurnished,2,Contact Owner,4,True,True
2022-07-06,2,8500,650,1,Super Area,Jalladian Pet,Chennai,Semi-Furnished,2,Contact Owner,2,True,True
2022-05-19,3,35000,1903,6,Super Area,Old Mahabalipuram Road,Chennai,Semi-Furnished,3,Contact Owner,11,True,True
2022-06-29,2,10000,650,2,Super Area,Arcot Road Virugambakkam,Chennai,Semi-Furnished,1,Contact Owner,3,True,True
2022-05-30,1,5000,450,2,Carpet Area,Housing Board,Chennai,Unfurnished,1,Contact Owner,2,True,True
2022-06-10,2,23000,900,3,Carpet Area,besant nagar Chennai,Chennai,Unfurnished,2,Contact Owner,5,True,False
2022-06-14,2,15000,550,2,Super Area,Ashok Nagar,Chennai,Unfurnished,1,Contact Owner,3,False,True
2022-06-14,2,18500,750,Ground,Super Area,"Adyar, Sardar Patel Road",Chennai,Semi-Furnished,2,Contact Owner,3,True,True
2022-05-17,2,28000,1000,2,Super Area,Velachery,Chennai,Semi-Furnished,2,Contact Owner,4,True,True
2022-05-19,3,32000,1050,4,Carpet Area,Vadapalani,Chennai,Semi-Furnished,3,Contact Agent,12,False,True
2022-05-01,1,14000,650,1,Carpet Area,"Mattan Kuppam, Triplicane",Chennai,Furnished,2,Contact Owner,3,False,True
2022-06-02,1,7000,400,1,Super Area,Injambakkam,Chennai,Semi-Furnished,1,Contact Owner,3,True,True
2022-05-19,3,33000,1075,7,Carpet Area,Vadapalani,Chennai,Semi-Furnished,3,Contact Agent,12,False,True
2022-05-27,3,100000,2000,3,Carpet Area,Alwarpet,Chennai,Semi-Furnished,3,Contact Agent,14,True,False
2022-05-29,2,18000,720,4,Super Area,Kasturibai Nagar,Chennai,Semi-Furnished,2,Contact Owner,5,True,True
2022-06-16,3,16000,1000,1,Carpet Area,Ponniammanmedu,Chennai,Unfurnished,2,Contact Owner,3,True,False
2022-05-02,1,8500,500,Ground,Super Area,Ayanavaram,Chennai,Unfurnished,1,Contact Owner,2,True,True
2022-06-25,2,10000,900,Ground,Super Area,Nandivaram-Guduvancheri,Chennai,Furnished,2,Contact Owner,3,True,True
2022-05-15,2,13500,900,5,Super Area,"Singaperumal Koil, Tiruchi Chennai Highway",Chennai,Semi-Furnished,2,Contact Owner,7,True,True
2022-07-06,2,19000,900,1,Super Area,Kodambakkam,Chennai,Semi-Furnished,2,Contact Owner,3,True,True
2022-07-06,1,11500,1000,1,Super Area,Ayappakkam,Chennai,Unfurnished,2,Contact Owner,2,True,True
2022-07-06,3,22000,1300,1,Super Area,Jawahar Nagar,Chennai,Semi-Furnished,3,Contact Owner,3,False,True
2022-05-27,3,12000,1383,2,Super Area,"Perungalathur, Chennai Bypass Road",Chennai,Semi-Furnished,3,Contact Owner,4,True,False
2022-06-04,2,10000,800,Ground,Carpet Area,Guduvancheri,Chennai,Semi-Furnished,2,Contact Owner,1,True,False
2022-05-01,2,15000,1500,1,Carpet Area,Madambakkam,Chennai,Unfurnished,2,Contact Owner,1,True,False
2022-06-21,3,35000,1350,Ground,Carpet Area,Anna Nagar West Extension,Chennai,Semi-Furnished,2,Contact Agent,2,True,False
2022-06-06,3,70000,2000,3,Carpet Area,"Adyar, Sardar Patel Road",Chennai,Semi-Furnished,3,Contact Agent,4,True,False
2022-06-21,3,32000,1200,Ground,Carpet Area,Anna Nagar West Extension,Chennai,Unfurnished,2,Contact Agent,4,True,False
2022-06-14,3,35000,1912,1,Carpet Area,Alwarthirunagar,Chennai,Unfurnished,3,Contact Agent,4,True,False
2022-07-10,1,10000,500,1,Carpet Area,Old Washermanpet,Chennai,Unfurnished,1,Contact Owner,2,True,False
2022-06-05,2,11000,950,1,Super Area,"Iyyappanthangal Bus Stop, Iyyappanthangal, PH Road",Chennai,Unfurnished,2,Contact Owner,1,True,False
2022-05-17,2,12000,1000,1,Carpet Area,Kolathur,Chennai,Unfurnished,2,Contact Owner,1,True,False
2022-05-06,3,40000,1600,11,Carpet Area,Prestige Bellavista,Chennai,Unfurnished,3,Contact Owner,16,True,False
2022-05-16,2,8000,900,Ground,Super Area,Sithalapakkam,Chennai,Unfurnished,2,Contact Owner,2,True,True
2022-05-16,3,20000,1265,1,Super Area,Adambakkam,Chennai,Semi-Furnished,2,Contact Owner,3,True,True
